,0,1,2
11857,Favourite pasta dish p Hmmmm I actually LOVE homemade Carbonara D Or at least the recipe that I found for it Its GORGEOUS 33333,,No
11858,evr get a lap dance haha I have never had a lap dance no lol I don t actually see the obsession with them if im honest Like if its from a girlfriend then yeah obviously but a randomer in a strip club er no thanks lol ,obsession ,No
11859,Ever wanted to become a tattooist I would like to be a tattoo designer thats cool but never the tattooist I couldn t handle peoples blood on me even if its through gloves lol ,,No
11860,ever used ankle weights they039 re odd haha I have actually but only randomally strapping them on because they feel weird then under 59 seconds later they are off again Thats the extent of my useage Random lol,,No
11861,ever seen the movie quot imagine me and you quot i thought it was adorable I LOVE IT Its a perfect example of how people can attract so instantly or quot first love quot or whatever CUTE FILM , how people can attract so instantly or first love ,No
11862,Ever seen a therapist No but I sometimes think I perhaps should ,,No
11863,ever run out of things to ask Yes lol thats normally the point where I stop asking until more things pop back in Kind of like eating if you think about it quot I m hungry give me food I don t want anymore food stop feeding me I m hungry again feed me quot Okay you get my gist lol,,No
11864,Ever randomly start crying and you just couldnt control it 039 Yes the same with laughter too You don t know why you are laughing but the more you think about it the more you laugh Its rather funny to watch and to experience P Ever had it ,,No
11865,ever kiss a frog No and I can t say I have ever intended to ,,No
11866,ever just doubt everything Yes Its times when one thing happens and it causes you to question everything else kind of like a Domino effect Thats why its important to trust the right people and to close up with certain things even though I can never seem to do that ,,No
11867,ever have a dirty dream s Perhaps occasionally P Involving a certain Loveless actress HAHA ,,No
11868,Ever had surgery If yes for what reason Ummm once I think I was pushed down some concrete steps in my old house BY MY SISTER and my skull was cracked open I was only little and I had to go to hospital and get is stapled back together S,,No
11869,Ever had a thai massage No any good ,,No
11870,Ever had a one night stand If so how many and do you regret any of them Once But I had taken E and I was a bit out of it I woke up with a GUY Shudders next to me but I don t know what happened HELL YES I regret it ,,No
11871,Ever had a 3way No and I don t intend to P What s the point ,3way ,No
11872,ever golf No lol Crazy golf hell yeah but not the standard quot lets stand and decide on which direction to hit our ball in before deciding which bag of clubs to use quot type P,,No
11873,Ever felt that no one relates to you Yes many times But I think everyone has those feelings The ones where you re like quot Is that normal quot but by saying that makes you normal because everyone has their insecurities its just about opening up about them ,,No
11874,ever fallen asleep on the floor not while drunk No lol All the floors in my house apart from the upstairs but I never really go up there anyway are wooden or tiled so its not the nicest and most comfortable place to fall asleep S I don t think I have done it while drunk either If im drunk and I eventually go to bed I actually have real problems getting to sleep not that I don t anyway lol But I can t switch off and not because the room is spinning or anything just can t get to sleep Then I wake up extra early all in all pretty sucky P,,No
11875,ever danced around the house in your underwear I can t say that I have no even if the house was empty no thanks I like wearing clothes lets stick to that ,,No
11876,Ever come close to death No I don t think so Thank God You ,,No
11877,ever broken a heart I don t think I have no but I have been broken in the past but its all about getting back up again ,,No
11878,ever broken a bone I don t think I have no well unless that includes Skull lol I broke my skull open once Wasn t pretty ,,No
11879,ever been to New York City I have yes 2 times actually Once with friends college and once with my family I enjoyed the first one more obviously But I was too young to really go out and enjoy myself I still am too young to drink over there but heyyy I m in England I can make up for it here ,,No
11880,ever wonder quot how the hell did i end up here quot Yeah I have done on occasion Usually while drunk or out of it of sorts lol Joking but yeah I have ,,No
11881,Excluding romantic love when was the last time you told someone you loved them what about including Ummm I don t know I really don t keep track lol Im always telling my family that I love them because I think its VERY important for someone to be reminded of how they feel especially seeing as you don t know what can happen from one day to the next Including romantic love a little while lol ,,No
11882,ever been to a circus I have yeah a few times actually Im not the biggest fan of clowns though so I don t know why ,,No
11883,expand of the 039 would you 039 question Hmmm its more difficult when answering it isn t it haha Would I Of course If you wanted to indeed D I live to please not like that HAHA people so its nice to make others happy D,,No
11884,favourite movie The Descent the first not the second ,,No
11885,Favourite language or accent haha I just saw your answer Way to get on my good side P haha Luckily im British So that works there P Well I like American accents in general I can t really tell the difference between Canadian and American but anyway I do HATEEEEE those plastic quot Oh my God quot type bimbo accents they are just damn annoying But my favourite accent has to be the Australian Accent D I just love itttt Im not a big accent person though its the person not their voice ,,No
11886,Favourite flavour of crisps Salt n Vinegar D Although I have always thought they taste exactly the same as Pickled onion Hmmm I could be wrong ,,No
11887,favourite colour in general or top 2 favourite colour to wear 2 colours in the same piece of jewelry that you think look really good together like green and blue red and brown green and brown etc etc like in the same pendant or something I didn t really understand most of this question but I will salvage what I can from it lol Favourite colour I would say blue Favourite colour to wear is probably dark grey Only because it goes with my hair AMAZINGLY D In jewellery I would say perhaps dark blue and gold I know blue and yellow technically contrast but what can I say I love them together D,,No
11888,favourite book do you enjoy reading I don t actually read all that often I get distracted easily so my attention span can be short on things unless im really into it I tend to read informational books though that makes me sound like a geek but buggar it GEEKS ARE IN D ,,No
11889,favourite accent Australian I just love it XD,,No
11890,favorite way to wake up With the sun beaming through the windows it really warm and cosy in my bedroom with my partner if I had one cosily wrapped around my waist still asleep 33333 D CHEESY How about you ,,No
11891,favorite time of day Probably now Because its when my family go to bed and I have free reign of the house Mwah ha ha ha ha ha ,,No
11892,favorite time of day Hmmm probably now because my parents have gone to bed and I can do what I want to without getting moaned at D WOOP No one needs the moaning P,,No
11893,favorite month Hmmm I don t know if I have one but I have a least favourite month I HATE January only because the hype of Christmas is over and everyone makes so many things about the new year which usually gets broken within the first week lol Besides this year January really wasn t a good month So best would be June BECAUSE ITS WHEN WE GET HEAT Hopefully lol,,No
11894,favorite kind of flower Lilies D The Tiger Lily is just 3 D,No Cyberbullying ,No
11895,favorite holiday I have been on or want to take The favourite holiday I have taken would have to be the first time when I went to Orlando with my family I was pretty young about 10 or something and well a kid let loose in Orlando CAUSES A RIOT lol,,No
11896,favorite genre of music Ummmm depends on what mood im in but I would say rock or acoustic or something Im quite into Electronic but I do need to be in a certain mood for that Easy listening stuff would do me ,,No
11897,favorite food you039 ve made yourself Probablyyyyyy homemade Lasagne I LOVEEEE IT and homemade is just bravissimo D,,No
11898,favorite film The Descent first one second doesn t even come into it ,,No
11899,favorite brand of chocolate Cadburys or Nestle Probably equal ,,No
11900,favorite animal Ummmm domestically or in general Well I LOVE dolphins they are just so beautiful and graceful as for domestically I actually wasn t a cat person but I have to say cats now only because I love mine too much 333333,,No
11901,Favorite animal to have as a pet Dolphin D But that would be a taddddd difficult ,,No
11902,Farting or burping And you MUST choose one Burping lol THATS RANDOM P,,No
11903,FAIL LOL Are you a virgin 3 questions later lol Ohhhh Well V Card was like quot Valentines Card quot or thats what everyone used as short then it was Virgin Card and I was like quot the credit card quot Okay okay okay got it now LOL Well I wish I was Does that explain ,,No
11904,Expand the answer you gave to the question before tell us more I am confuseddddd doesn t help that I don t answer them in order does it P ,,No
11905,Ever been to horse dog racing No but if I did I would leave with all the dogs and horses under my wing ,,No
11906,Ever been skinny dipping Not yet no lol,,No
11907,dO YOU REALLY THINK I039 D MAKE SUCH AN OBVIOUS TYPO r r CAPS You re special Anything is possible when someone is special ,You re special Anything is possible when someone is special ,No
11908,DO YOU WANT BEEF BLUD Louise Louise Louise at least make yourself invisible or whatever Fail , Do you want beef blud make yourself invisible ,No
11909,Do you trust easily I think I trust FAR too easily It means I tend to get hurt more than people who don t let people in What does it gain you in the end though Nothing ,,No
11910,do you think you039 re immature I don t think so I think Im too immature at times ,you re immature ,No
11911,do you think you are sexy or that you can be sexy at certain times I don t think im sexy at all lol I don t have very much confidence and I think the biggest part of being sexy is exerting a body confidence I suppose that can change in time but for the moment No lol ,,No
11912,Do you think the family of a murder victim should have any say in what punishment is given to the murderer Well its hard to say isn t it I mean heaven forbid I was in that situation I would want everything shitty to come down on that person but it still doesn t bring them back does it Personally I would prefer someone to undergo a lifetime of suffering than any death penalty You know I think that the family shouldn t get a say but its hard to comment because I know I would ,murder punishment shitty ,No
11913,do you think it is possible to ever run out of questions to ask someone p No P It gets harder but there are always things to find out Perhaps a limit to things you want to know but hey ho its a challenge P,,No
11914,do you think ill ever get a girlfriend the chances are lessening more and more 039 No they aren t You perhaps aren t looking in the right places You will find her she is out there somewhere ,,No
11915,do you think i look sexy purple I like yours purple only because you still look like you Louse looked like some random devil being thing ,,No
11916,do you think i look rather sexy pink No Louise Change it back ,Change it back ,No
11917,do you think i look cool in this hat Do you ever not look cool Is it possible ,,No
11918,Do you think fairy tales influence our choice of a partner Oh yes definitely Well I know that they make every girl want to have their own price charming The princes in fairytales don t exist in real life or at least not very often so to think the girl always gets the perfect prince isn t a very good representation of real life ,,No
11919,Do you take showers in the morning or at night more I prefer showers at night okay because it gets me all cosy for bed and stuffffff Besides showers in the morning are usually COLDDDDD ,,No
11920,do you take long or short showers LONG SHOWERS I don t know how its possible to take a short shower lol The hot water and steam Mmmmm ,,No
11921,Do you still have tonsils HAHA It s funny you asked that actually I do yes and when I Was at the Lady Gaga gig there was a curtain that came down in front of the stage and video was projected onto the curtain Because I was RIGHT at the front I was looking directly up to it and when I started screaming I could feel my tonsils vibrating in the back of my throat lol I thought I was swallowing them HAHAHA Not a nice feeling S,,No
11922,do you sometimes feel like an attention seeker Sometimes I guess but isn t everyone If I do I always have a valid reason ,,No
11923,Do you snore or Steal the covers or Roll around in your sleep I don t know lol It s been a while since anyone has been able to let me know I don t think I snore though because I have been on holiday with family and no one complained about any snoring only from my father but I think thats just dads in general P,,No
11924,do you smoke Oh god no I can t STAND smoking The smell of it the taste of it its a no no How about you ,,No
11925,Do you ship real people oh hell yeah Real people just extend our shipping abilities ,,No
11926,do you ship kexy It has a certain ring to it lol,,No
11927,Do you ship anyone from Leicester Everyone from leicester is onit for everyone It clouds my judgement so yes I ship you all with all all How entertaining P,,No
11928,Do you ship any random people I guess But none right now ,,No
11929,Do you regret anything Too many things If I could go back and change things in my past I would and I would probably be a completely different person for it But there is no point in dwelling right I think I turned out reasonably okay ,,No
11930,do you use a purse often Well I assume you mean bag Because a purse over here is like a wallet lol In which case I do yes Sometimes if Im just popping out for 10 minutes or something then no but it depends on where I am going and what I need to take ,,No
11931,Do you want children Boys Girls Yeah I definitely want kids I don t know when or how obviously it cant be the traditional way but I would only want them when Im settled in a steady relationship with a heathy income and im able to look after them I have no preference over a girl or a boy but whenever the time is right either would be fantastic ,,No
11932,Ever been in a physical fight If yes how many and who were they with Yes far too many S All with my sister though LOL Its been UGLYYYYYY Although I Was at school and I got into a fight with my best friend over something I can t even remember what is was about No one was hurt but it involved bottles of fruit juice being trown at each other Pretty funny looking back not at the time seeing as I was a walking insect trap ,,No
11933,do you wear dresses I LOVE to wear dresses indeed I do Im more a casual dress person as in I go out in the day in a dress rather than dressing up in a really special dress in the evening If that makes sense I Still wear dresses in the evening obviously but im not one of those people who says Im wearing a dress for special occasions only I think I actually wear dresses more than any other item of clothing Besides leggings that is but they usually come together ,,No
11934,ever been hit with a golf club I just Loled Im worried about you I really am ,,No
11935,Ever been cheated on No but I have never really been in a serious relationship so I guess the two don t go together ,,No
11936,ever asked a question then regretted asking it Oh yesssss especially if its me being a real ASS or idiot about something and I forget to post anonamously LOL Fail ,ASS idiot Fail ,No
11937,even or odd numbers Even At least everyone has a pair ,,No
11938,EURGH FUCK NO IM NOT LOUISE EURGH HAHAHAHA Thats defense right there P,,No
11939,Emo It039 s Say Anything I039 d say it was closer to Indie my love Same thing P lol ,,No
11940,embrace the naughtyness right r right ,,No
11941,Drugs good bad ugly Opinions generally please Well if you mean the legal kind then gooood Because they are there to help you if you mean the illegal kind not good although I can see why people give into them unfortunately ,,No
11942,dream car bike van HAHA Your answer to this question made me laugh The car that I really wanted before I settled with mine was a 5 dr Toyota Rav 4 P In light metallic blue with grey bumpers Made me laugh that we wanted the same one lol So anyway my dream car do you mean affordable or in a dream world I will say both If money wasn t an option I would probably choose something like a porshe Carrera GT Cabriolet only because 333333333 But in the real world I am happy to say I own my dream car D A New Beetle Cabriolet I have it in light metallic blue and have blue and white flowers birds down the side If I could change the colour I would I LOVEEEEEEE the dark metallic navy one with the cream leather I would actually jizz if I ever bought one like that LOL It costed me just over u00a37 000 and that was a lot of money for me having just turned 19 but I saved up and managed to get it The insurance is a bitch though but luckily its fairly economical to run I also really wanted to own a Jeep Wrangler Golden Eagle in Black but they came out last year I think and its far too much money for me to spend on a car Besides they devalue really easily and rust quite badly ,,No
11943,door or window Window For example your lover coming in through the window 33333 lol,,No
11944,dont you just hate the go compare advert OMG You know when he is looking and singing through the letterbox I think someone should have been the other side of it with a twig That would have gone down nicely with a twig in the eye ,,No
11945,Don039 t you just hate people Only ones that come into my restaurant and end up in the section that Im serving yes ,,No
11946,don039 t lie you love it I love the entertainment Perhaps not the content ,you love it ,No
11947,dolphin L its all about having a Wolf or a lion DOLPHINS DON T KILL OR EAT YOU ,,No
11948,Does size matter Haha it depends on what you are talking about lol For some people I suppose it does but with me it really doesnt With everything I mean any certain parts doesn t matter height of a partner or friend doesn t matter So no Size in anything I don t give a shit ,,No
11949,Does love sex No The act of sex in a relationship is a big part of showing your love for someone its about sharing a connection you know Sex however isn t love and anyone who think so should be shot P,,No
11950,Does it bother you that a lot of your followers more than likely found your twitter through some Skins related tweet you had done at a party or premiere Bother me Its how you become a celebrity today Don t do things by yourself its who you date or marry that make you famous P lol,,No
11951,does height matter No of course not Do you mean with myself or in a partner or friend If im talking partners then I actually prefer someone who is a shorter than me Only because I like to be protective and look after my loved one so if they re shorter than me I can envelope them D lol,,No
11952,do your scars remind you that the past is real Yes But in an odd sense they also remind you that you are so fragile and anything can be a turning point in your life and I don t just mean physically ,,No
11953,Do you work or go to school college I work at the moment but I do independent projects on the side I have a place at Brighton Film School for september so I will return to education then ,,No
11954,Do you wear pajamas to places other than at your house I think I have worn them when I have driven somewhere to pick someone up But I never got out of the car and I think it was only once Thats not too bad right ,,No
11955,i asked that question D u have to guess IM TESTING YOU Louise ,u have to guess ,No
11956,i can be your hero baby i can kiss away the pain Whats with the song lyrics ,,No
11957,do u think i am being random on twitter tonight haha not at all Randomness is good ,,No
11958,margarita or pina colada or daiquiri Pina Colada Margaritas and daiquiri s are pretty tasteless if im honest ,,No
11959,mint or cinnamon I HATE cinnamon So Mint D,,No
11960,mint gum or bubble gum Mint Gum It tastes nicer for longer , Mint Gum It tastes nicer for longer ,No
11961,Megan Fox do you think shes hot Not personally no ,,No
11962,me move there or you move here I think you should move here I would take care of you I will have my own flat soon my own car you can move to London with me become a successful doctor and if ever I get sick You can be my nurse haha ,,No
11963,Me and you shed tonight Well of course my dear thats alright Lame excuse to fill the answer with song ,,No
11964,Me You Hmmm nice and romantic aren t we Bringing in my love for mathematics ,,No
11965,Mcdonalds or KFC I don t eat either But McDonalds because I don t like the KFC batter ,,No
11966,Maybe its not just conversation Maybe it isn t Maybe it is How do we tell I know YOU TELL ME Thanks D,YOU TELL ME ,No
11967,mashed potatoes fries jacket potato or roast potatoes Fries D Im British im a chip person P,,No
11968,Marmite Love it or hate it or don039 t have a clue what i HATE IT Isn t it made from Olives or something Yeah not a fan of olives so no marmite thanks ,,No
11969,making the first move do the 2 non first move ers cancel each other out and make it an 039 at the same time039 first move haha or does someone just give in first p s i love lists just so you know its my OCD side taking over p if there were 2 of us that had trouble making a move then I think that creates ONE HELL of a lot of sexual tension lol As soon as one person then does make a move because its just an amount of time before someone actually breaks it would be really really intense D,,No
11970,i can handle anything if i want it bad enough Good to hear ,,No
11971,major part of getting into a good college college to get your associates 2years and your bachelors another 2 years is usually 4 years during which you pick a major and then after you graduate you can further your studies and go to graduate school and get Oh it sounds like you have a longer education system than we do but I think we just change schools more I don t know lol,,No
11972,made you really happy really excited really angry really sad Ummm really happy I can t remember A little while ago I think I haven t been too happy these last months Really excited Probably about moving down to brighton in september and getting my own place etc Really angry Well the thing I explained to you earlier Where I was putting my Skins magazines on ebay and my sister came in sat on my bed and started chatting I turned back to my computer and my sister went really quiet so I turned to look at her and she was happily trying to rub off Kat s signature off of my DIVA magazine Yeah I wasn t too happy Luckily she didn t but thats not the point She is 23 too so should have known hell better S Really sad Well unfortunately I have been pretty sad for quite a while and I cant seem to look up about things Does that answer it ,,No
11973,Lovvvveeeee them all very different and all very cool the club and evening at the pub looks were my favorite 3 i just might have to come visit you sooner just to have you dress me up Oh yeah Im liking that plan I loved those looks the best too They are my speciality I think you should get your butt over here with an empty suitcase It would be leaving VERY full and no not just because im hiding in it too P haha,,No
11974,love you Love you toooo 333 ,,No
11975,love you too 3333 do you have a favorite pickup line not necessarily one that you039 d actually use but one that you think is just so damn funny is there one you039 d actually use HAHA I don t actually Im not one for pickup lines they are just so unoriginal you know If someone was actually trying to ask me out or whatever I would rather they put in a bit of effort rather than reading something from a book BUT the cheesy ones are incredibly funny No good to actually get a date but still funny P I would rather talk to someone and get to know the real them probably why I am still single ,,No
11976,Love me or hate me Love you quot SHARE THE LOVEEEEEE You feeling it quot ,,No
11977,Louise rawlings or Rosie edge Take your pick they039 re after me obviously I cant pick I ship you with them both ,,No
11978,long hair or short You mean on me or someone else Long for both anyway lol,,No
11979,lol yh p well NAOMILY love WOOOP FOR NAOMILY 333 They need to fix them because at the moment Skins are going the WRONG way about it S Perhaps we see all the angst again and at the end they get a happy ending again I would rather they end happy than start happy and break up You ,,No
11980,live where you are now or somewhere else where Ummm how about New Jersey Sounds good to me P,,No
11981,minty or fruity scents It depends on what it is For perfume then fruity Nahh probably all fruity ,,No
11982,mmmm i smell food like cheese or something whats your favourite smell Favourite smell My conditioner ,,No
11983,mmmmm a nice warm relaxing fire perhaps some cuddling how long shall we stay and im thinking one bedroom sound good to you nice big bed with a lot of 039 wiggle room039 haha Hmmm how long should we stay Good question I reckon we should stay for 2 weeks then move somewhere hot to relax off What do you think Well why do we need too bedrooms haha Big bed sounds good along with wriggling HAHA I can t believing I am posting this on my formspring HAHA Ummm what else what daily activities would you like to do P,,No
11984,modern or traditionally styled home I would say modern really just because I love the highly designed things But I would want it to look lived in you know There are a lot of modern designs which are really really empty which I don t really love Anyway I love things that are unusual and colourful so I suppose it could be a mix of both ,,No
11985,Name 5 of the most important things in your life Family Friends Security ie home car money career Happiness and Love ,,No
11986,Name 3 things you couldn039 t live without why Phone because I NEED to be in contact with people even if its pretty crap most of the time Car keys because I need to be getting around and Money Because you can t get very far without some dosh these days ,,No
11987,Name 3 of the Sexiest parts of a girl039 s body so by parts you don t mean face Okay so legs torso and neck ,,No
11988,Name 3 of the best places you have ever been to Ermmmm Florida Key West and Los Angeles ,,No
11989,Name 2 jobs you039 d not like to do and why 1 Clean anyone else s crap aka a maid lol 2 Something that involved NO creativity what so ever for example an office job or something Sitting there doing the same thing day in day out just kill me ,,No
11990,Naah but that would be awesome Louise039 s mixtape is what Rosie made for me How cute and you wonder why I didnt ship Lousie P,,No
11991,my tv is brokennnn ahhhhh You can borrow mine if you like Im watching the Skins House party and its not that fantastic anyway Welcome to mine ,,No
11992,my questions aren039 t very interesting P No they are Its keeping me entertained and if im keeping you entertained with my answers we are on to a winner D,,No
11993,my puppy says hi woof woof Hello Puppy All my cats say hi too meow Now be good and please do not chase ,,No
11994,My jaffa cake question started all of this L WOO ME its a simple question really being as they039 re called jaffa CAKES x HAHAHAHA I still class them as a biscuit I mean would you eat a whole packet of cakes NO A whole packet of Jaffa biscuits Yes ,,No
11995,my hair feels soooooooo soft right now 333 Awwwww I love soft hair 3333 Its a sign of good condition So goooo you ,,No
11996,my dads on nights so when he gets home it039 ll be 5am no longer valentines Sucks to be him doesn t it What does he do and don t say late night from being out with the girlfriend ,Sucks to ,No
11997,My brother WTF WHY Being a typical brother ,,No
11998,my brother made a dog bite my face WTF Did he shove some kind of meet on your face A dog bit your face In seriousness I,,No
11999,my bedroom is upstairs i could take the long 14steps upstairs to my double bed or risk staying down here amp falling asleep Take the long 14 steps upstairs lazy butt P and fall asleep in comfort ,lazy butt P ,No
12000,most people are asses agree disagree expand on this I agree and disagree People are what we make of them and some people come across twats and some people kind It depends on how we get along with them the factors that stop us from clashing Often things that you have in common can stop you relating to someone so all in all it depends on the person as to whether someone is an ass or not P,,No
12001,most influential person in your life Ummmm hmmmm this means I need to think I don t think there is anyone as such There are elements in certain people and traits that I love over a mixed variety of people ,,No
12002,most favorite song ever Ummmmmmmmmmmmmmmmmmmmm ummmmmmmmmmmmmmmmmmmmmmmmm ummmmmmmmmmmmmmmmmmmm I don t think I have one Ummmmmmmmmmmm ummmmmmmm ummmmmmmmmmmmmmmmm perhaps Ummmmmmmmm yeah don t have one ,,No
12003,most amazing thing you039 ve ever seen Ummmm other than Kathryn Prescott half naked in the intro of episode 2 haha joking Probably some traditional things like certain weather changes animals doing funny things I don t know lol Im boring with this answer but can I go with the sweet answer The way of two people falling in love is one of the beautiful things known to man lol,,No
12004,more of an observer than a 039 doer039 and yes the dirtiness can keep life a bit interesting and i wish i could visit i want to and it will happen eventually and you have trouble making the first move so what happens when 2 people have trouble I do have trouble making the first move but ,,No
12005,MOPED039 S RULEE THEY DO RULE Especially if they are made by vespa orange have black pen drawings on them pom poms coming out of the handles and a pair of bunny ears in the centre ,,No
12006,Lily or Naomi LILY ALL THE WAY Naomi I don t know how I could handle But Lily is like the sweeter version of Naomi ,I don t know how I could handle sweeter version of Naomi ,No
12007,lily loveless or Kathryn Prescott Hmmmmm thats difficult Im attracted to Kat more there is something that draws me in but I think I could get on with Lily better So hard to say Can I be greedy and say both P,,No
12008,less censorship more fun I guess thats the rule of life We live once may as well enjoy it right ,,No
12009,Its from the film JAR HEAD But maybe it was also in Family guy who knows Ohhhh I don t know either I just googled it P lol,,No
12010,It039 s my dads birthday today guess his age Happy Birthday mystery persons dad Ermm 45 ,,No
12011,it039 s bum with warm milk But maybe this is because i dont like milk You don t like milk Who doesn t like milk If you were lactose intolerant then fair enough but considering you are having milk on your cereals I guess you aren t ,who doesnt like milk ,No
12012,It is more worthwhile and satisfying to improve the world or appreciate the world Appreciate the world To change something is a HECK of a big deal and its not always achievable which means you would never be satisfied So to appreciate it the way it is means you would always get something out of it ,,No
12013,It doesn039 t like you Does this face look like it cares To me this face looks like it s smiling ,,No
12014,Isn039 t it interesting how the word quot politics quot is made up of the words quot poli quot meaning quot many quot in Latin and quot tics quot as in quot bloodsucking creatures quot Many tics explains the story behind the parliment then lol,,No
12015,Is your middle name as cool as Carla039 s Carla s middle name will always be cool to you because its personal Mine is cool to anyone else who is named Annabel P,,No
12016,Is your middle finger longer than your ring finger Its actually not because then my hand would look scary ,,No
12017,Is your hair soft It is actually I remember when I went to the hairdressers to actually ask about bleaching my hair and they said quot but your hair is so soft and shiny Don t ruin it quot But its better than doing it when its weak and it falling out lol So yeah it is pretty glossy ,,No
12018,Is your hair naturally curly It is naturally quite wavy yes It goes REALLY curly if it gets wet when im out or something and I hate it when It gets rained on because I can t sort it out until I am back home Anyway normally I don t really do much to my hair I always blow dry it kind of so it goes a messy wavy kind of look I don t use any straightners or curlers on it very often anyway I just let it do its thannnnng Probably why it is in such good condition then I style it occasionally obviously but more often than not its left messy But like styled messy not like trampy or anything LOL ,,No
12019,Is this THE KELLY BLAKE the one that was in skins BAHAHAHAHAHAHAHAHA Hey lester buddy ,,No
12020,Is this THE KELLY BLAKE the one that was in skins r BAHAHAHAHAHAHAHAHA Hey lester buddy r r This was me louise buddy haha ONIT ONIT ,haha onit ,No
12021,is there anywhere more secluded where you will post the answers that escape this form Not that im aware of ,,No
12022,Is there a such thing as a perfect relationship for you Ummm I think the term perfect relationship varies for everyone and anyone depending on their mood at the time You know If I were to answer this I would say someone who loved me for who I was and vice versa Someone who gets you who unterstands your feelings and needs and treats you with the respect you treat them with Someone romantic cute witty honest trusting etc lol how about you ,,No
12023,Is the glass half empty or half full Half full Why be negative about it ,,No
12024,IS ROSIE ASLEEP quot Rosie Are you asleep quot quot yes quot Yeah she is sorry ,,No
12025,Is revenge sometimes justified Yes I think so yes in different ways too If someone gets you why can t you return the favour I think revenge can show people something too if that makes sense Shows you how something feels Take Naomily for example Emily kissing that girl it showed Naomi in a really small sense how Emily is feeling even though it doesn t compare Emily blatantly did it on purpose to get back at her and I would probably do the same in her position So yes I think it can be ,,No
12026,is love eternal I would like to think so yes ,,No
12027,Is it Of course ,,No
12028,is it wrong to like girls No Unless you are some type of insect then sorry to say it probably wont work Size issues you know ,you are some type of insect ,No
12029,is it wrong to like boys no lol Thats like saying is it wrong to like tea ,,No
12030,is it wrong that im working my way through a tub of carte dor No why is it wrong The only problem is that its French P JOKE ,,No
12031,italian or french cuisine ITALIAN Thats my favourite kind of food D,,No
12032,its half term D Ohhhhh yeah I forgot that Oh bollocks That means work is going to be busy ,,No
12033,leather jacket or leather pants Jacket DEFINITELY More movement Besides if you split your jacket you just take it off can t say the same for your pants trousers now can we lol,,No
12034,its must of been love but its over now It must have been good but we lost it somehow ,,No
12035,least favorite movie Ummm I have too many to think about S I watched St Trinians the other day Thats definitely up there on worst movie list Also Mr and Mrs Smith damn boring ,,No
12036,Last words before you die quot The lights going out quot ,,No
12037,Last furry thing you touched My cat ,,No
12038,lady bugs are officially taking over my house i keep on seeing them EVERYWHERE haah but they are supposedly a sign of good luck so yay O I haven t seen a lady bird in AGES They are a sign of spring and summer so go youuuuu Isn t it the black ones that pee I hope for your sake they aren t peeing everywhere P haha ,,No
12039,lace or leather LACE Im not a big fan of leather unless its a jacket then I would say a big no no to a lace jacket P,,No
12040,lace or cotton It depends on what it is Bedding or anything then cotton lol Clothing or underwear then lace P,,No
12041,knock knock Who s there ,,No
12042,kiss me I would you know that I don t think you even need the question mark you do not have to ask P,,No
12043,Kiss me I don t know who has posted this so as a result thank you for the offer but I shall have to decline Unless you are that person that is allowed kisses then of course ,,No
12044,kiss me i039 m irish well partially anyway I should kiss you because you are Irish HAHA Tell me why ,kiss me ,No
12045,KELLY WOO FINALLY REPLIED I HAVE MISSED YOU LOADS BABE I THINK MAYBE YOU039 VE BEEN SAD BECUASE YOU MISSED ME AND I HAVE BEEN THE SAME BUT HAPPY DAYS NOW 3 HAHA Sorry busy couple of days I haven t been on here Anywhooo im here now How did you work me out Louise You hit the nail on the head there Too much missage 3,,No
12046,KELLY make twitter work pleaase It worksssssss XD,,No
12047,kelly you are my lobster 3333 I love you more than cheese ,,No
12048,Kelly if I could bake what would you want me to make you Hmmm well Im am getting baked cookies soooo second best option would be cheeeeeeesecake A strawberry cheesecake 333333 D,,No
12049,just fell up the stairs then tripped over a bucket only to land face first in my cats039 litter box which has not been cleaned in a while my uncoordinatedness has absolutely noooo boundaries P OMFG Did you actually just do that HAHAHAHA If I fell in my cats litter tray I would scream uncontrollably until the litter shakes itself off of my body S,,No
12050,just because i would hypothetically be doing my job doesnt mean you aren039 t a 039 special039 sort of person id spy on you might be more special than you think kelly blake far more special hahaha 3 Awww thank you and when we say special I take it we don t mean weird or anything o_O lol,,No
12051,Join me in the shed sometime haha I dont know if that wink is a good idea P,,No
12052,Jesus rosie Christ Jesus H Christ ,,No
12053,JESUS CHRIST Missed his middle name ,,No
12054,Je t039 aime 3333 Like wise ,,No
12055,its not very important so yea i had a dream about you haha I feel very special to have been tainting your dreams D Even if it did end up with you being in pain Im glad I could have helped 3,,No
12056,Name a movie or movies you can watch over and over Hmmm okay It depends on my mood but ANY disney film The Descent Freaky Friday new one Moulin Rouge LOADS But mainly happy feel good films ,,No
12057,Name someone you can tell just about anything to You ,,No
12058,Name the clothing store you shop at the most Probably H amp M I love some of the stuff they get in there I do like Unique things though so I tend to shop wherever and pull things together that work best for me I get comments on my clothing from time to time usually from my Dad lol quot Kelly wtf quot quot Dad you live in jeans and a T Shirt Be a little bit creative quot lol I once wore my dressing gown to the Skins House Party Its silk so it just looked like a Jacket but still an original jacket lol,,No
12059,red dress or black dress Black Dress Red Dresses clash with my hair a little too but still when I go back blonde I love blonde hair with black clothing I think it looks LUSHHHHHHH D,,No
12060,Real life Fantasy or fanta Real life fantasy Only because its more relatable I suppose Im not a massive fan of lord of the rings though but I LOVE Charmed angel buffy etc ,,No
